Order,Family,Species,Scientific_Name,massM,SDmassM,massF,SDmassF,lengthM,SDlengthM,lengthF,SDlengthF,n_M,n_F,n_Mlength,n_Flength,Comments,Source
Rodentia,Muridae,Black-tailed gerbil,Gerbilliscus nigricaudus,114,18.3,101,10.6,NA,NA,NA,NA,10,14,NA,NA,,"Canova, L. & Fasola, M. Small rodents along a ground-cover gradient in coastal Kenya. Trop. Zool. 13, 219–226 (2000)."
Rodentia,Muridae,Lesser Egyptian gerbil,Gerbillus gerbillus,23.6,2.323790008,21.7,2.993325909,NA,NA,NA,NA,60,56,NA,NA,Body mass analyzed for adult males and adult non-pregnant females only. Used values from the Samar sands population (higher sample size) and converted SEs to SDs.,"Sinai, P., Krasnov, B. R., Shenbrot, G. I. & Choshniak, I. Ecology and behaviour of the lesser Egyptian gerbil (Gerbillus gerbillus) (Rodentia: Gerbillidae) from the Negev Highlands and Arava valley, Israel. Mammalia 67, 1–14 (2003)."
Rodentia,Muridae,Spiny Boki Mekot rat,Halmaheramys bokimekot,89.7,8.5,89.3,15.04,14.9,0.271,15.32,1.233,3,3,3,3,,"Fabre, P. H., Reeve, A. H., Fitriana, Y. S., Aplin, K. P. & Helgen, K. M. A new species of Halmaheramys (Rodentia: Muridae) from Bisa and Obi Islands (North Maluku Province, Indonesia). J. Mammal. 99, 187–208 (2018)."
Rodentia,Muridae,Typical striped grass mouse,Lemniscomys striatus,7.7,0.7,6.9,0.6,NA,NA,NA,NA,45,36,NA,NA,"Used data from age class II (an age class within the range of sexual maturity and with the highest sample size). These are dry weights of carcasess after gut, liver and any embryos are removed.","Field, A. C. Seasonal changes in reproduction, diet and body composition of two equatorial rodents. Afr. J. Ecol. 13, 221–235 (1975)."
Rodentia,Muridae,African crested rat,Lophiomys imhausi,791,92,891,93,NA,NA,NA,NA,12,10,NA,NA,"Sara Weinstein confirmed that none of these females were obviously pregnant, and that a number of them were kept in captivity for a bit to see if they would give birth, but none did (even the really large ones).","Weinstein, S. B., Malanga, K. N., Agwanda, B., Maldonado, J. E. & Dearing, M. D. The secret social lives of African crested rats, Lophiomys imhausi. J. Mammal. 101, 1680–1691 (2020)."
Rodentia,Muridae,Hubert's multimammate mouse,Mastomys huberti,49.9,1.4,42.2,2.7,13.1,0.14,12.12,0.3,49,20,49,20,"Used data from the Richard-Toll (mainland) site, the site with the highest sample size.","Ganem, G., Granjon, L., Ba, K. & Duplantier, J. M. Body size variability and water balance: A comparison between mainland and island populations of Mastomys huberti (Rodentia: Muridae) in Senegal. Experientia 51, 402–410 (1995)."
Rodentia,Muridae,Natal multimammate mouse,Mastomys natalensis,11.1,1,9.3,1.3,NA,NA,NA,NA,16,20,NA,NA,"Used data from age class III (an age class within the range of sexual maturity and with the highest sample size). These are dry weights of carcasess after gut, liver and any embryos are removed.","Field, A. C. Seasonal changes in reproduction, diet and body composition of two equatorial rodents. Afr. J. Ecol. 13, 221–235 (1975)."
Rodentia,Muridae,Natal multimammate mouse,Mastomys natalensis,41.2,6.2,39.2,6.9,NA,NA,NA,NA,12,6,NA,NA,,"Canova, L. & Fasola, M. Small rodents along a ground-cover gradient in coastal Kenya. Trop. Zool. 13, 219–226 (2000)."
Rodentia,Muridae,Rajah spiny rat,Maxomys rajah,141.9,60.4,94.9,22.1,NA,NA,NA,NA,19,13,NA,NA,,"Nakagawa, M., Miguchi, H., Sato, K. & Nakashizuka, T. A preliminary study of two sympatric Maxomys rats in Sarawak, Malaysia: spacing patterns and population dynamics. Raffles Bull. Zool. 55, 381–387 (2007)."
Rodentia,Muridae,Red spiny rat,Maxomys surifer,209.12,13.62,219.39,15.57,16.95,0.54,17.89,0.59,51,49,51,49,Body length is total body length.,"Chareonsuk, A., Tina, F. W., Jaroensutasinee, M. & Jaroensutasinee, K. Predation and dispersal of Parah tree (Elateriospermum tapos) seeds by red spiny rats (Maxomys surifer) in Khao Nan National Park, Thailand. J. Environ. Biol. 39, 23–29 (2018)."
Rodentia,Muridae,Whitehead's spiny rat,Maxomys whiteadi,54.3,17.6,48.8,14.8,NA,NA,NA,NA,3,12,NA,NA,,"Nakagawa, M., Miguchi, H., Sato, K. & Nakashizuka, T. A preliminary study of two sympatric Maxomys rats in Sarawak, Malaysia: spacing patterns and population dynamics. Raffles Bull. Zool. 55, 381–387 (2007)."
Rodentia,Muridae,Sundevall's jird,Meriones crassus,74.7,15.9,67.4,14,NA,NA,NA,NA,37,30,NA,NA,,"Schulte-Hostedde, A. I. Sexual size dimorphism in rodents. in Rodent Societies: An Ecological and Evolutionary Perspective (eds. Wolff, J. O. & Sherman, P. W.) 115–128 (University of Chicago Press, 2007)."
Rodentia,Muridae,Mongolian gerbil,Meriones unguiculatus,67.48,5.65,65.02,9.89,12.831,0.434,12.391,0.499,61,84,NA,NA,Used carcass weight (body weight of freshly killed mice minus the gut contents).,"Wang, G. Sexual size dimorphism of group-living Mongolian gerbils Meriones unguicutalus (Muridae: Gerbillinae). Eur. Zool. J. 84, 536–540 (2017)."
Rodentia,Muridae,Eurasian harvest mouse,Micromys minutus,6.3,0.83,6.4,1.33,5.96,0.353,5.86,0.379,105,123,105,123,"Only 2 of the 123 females were pregnant, so kept the data.","Koskela, P. & Viro, P. The abundance, autumn migration, population structure and body dimensions of the harvest mouse in Northern Finland. Acta Theriol. (Warsz). 21, 375–387 (1976)."
Rodentia,Muridae,Western European house mouse,Mus musculus domesticus,18.81,3.52,18.22,3.94,7.594,0.646,7.615,0.666,115,101,115,101,"Data from wild Mus musculus domesticus, calculated from raw data in Supplementary File S6 Data using only individuals of the age of sexual maturity (at least 8 weeks old). Body masses are dry mass with masses of any fetuses subtracted. Body length is head-and-body length (does not include tail).","Abolins, S. et al. The ecology of immune state in a wild mammal, Mus musculus domesticus. PLoS Biol. 16, 1–24 (2018)."
Rodentia,Muridae,Spinifex hopping mouse,Notomyx alexis,37.9,7.5,35.6,7.2,NA,NA,NA,NA,22,18,NA,NA,,"Bauer, M. & Breed, W. G. Testis mass of the spinifex hopping mouse and its impact on fertility potential. J. Zool. 274, 349–356 (2008)."
Rodentia,Muridae,African ice rat,Otomys sloggetti robertsi,145.19,4.48,123.22,3.64,15.384,0.313,15.317,0.292,31,40,140,129,"Used winter weights (nonbreeding season, and when only adults were trapped). Sex break-down of sample size for winter trappings estimated from barchart in Fig 3.1.","Hinze, A. Social behaviour and activity patterns of the African ice rat Otomys sloggetti robertsi. (University of Witwatersrand, 2005)."
Rodentia,Muridae,Bush Karoo rat,Otomys unisulcatus,86.4,17,94.4,24.1,NA,NA,NA,NA,11,9,NA,NA,,"Wolhuter, L., Thomson, J., Schradin, C. & Pillay, N. Life history traits of free-living bush Karoo rats (Otomys unisulcatus) in the semi-arid Succulent Karoo. Mammal Res. 67, 73–81 (2022)."
Rodentia,Muridae,Delectable soft-furred mouse,Praomys delectorum,28.1,6.54,23.8,6.23,NA,NA,NA,NA,33,19,NA,NA,"Used data from East Usambara (greatest sample size). Authors state that only one of 17 females examined was pregnant, so kept the data.","Stanley, W. T., Goodman, S. M., Stanley, W. T. & Goodman, S. M. Small mammal inventories in the East and West Usambara Mountains, Tanzania: Rodentia. Fieldiana Life Earth Sci. 4, 53–73 (2011)."
Rodentia,Muridae,Forest soft-furred mouse,Praomys rostratus,51.6,8.4,44.8,7.9,12.16,0.71,12.9,0.66,25,35,NA,NA,,"Fichet-Calvet, E., Audenaert, L., Barrière, P. & Verheyen, E. Diversity, dynamics and reproduction in a community of small mammals in Upper Guinea, with emphasis on pygmy mice ecology. Afr. J. Ecol. 48, 600–614 (2010)."
Rodentia,Muridae,Polynesian rat,Rattus exulans,90.55,32.19,92.5,44.51,NA,NA,NA,NA,11,6,NA,NA,,"Theuerkauf, J., Rouys, S. & Chatreau, C. Mortality of radio_tracked wild rats in relation to transmitter weight and resilience of transmitters in relation to their design. J. R. Soc. New Zeal. 37, 85–90 (2007)."
Rodentia,Muridae,Brown rat,Rattus norvegicus,364.19,62.73,310.51,40.89,NA,NA,NA,NA,13,14,NA,NA,Estimated sample size break-down by sex based on total sample size (said it was 'well-balanced' between the sexes but the details are in supplementary materials are not accessible).,"Mori, E., Iacucci, A., Castiglia, R. & Santini, L. Sexual-size dimorphism in two synanthropic rat species: Comparison and eco-evolutionary perspectives. Mamm. Biol. 83, 78–80 (2017)."
Rodentia,Muridae,Black rat,Rattus rattus,195.82,20.62,182.52,33.7,NA,NA,NA,NA,20,20,NA,NA,Estimated a sample size break-down by sex of 20M and 20F based on total sample size (said it was 'well-balanced' between the sexes but the details are in supplementary materials are not accessible).,"Mori, E., Iacucci, A., Castiglia, R. & Santini, L. Sexual-size dimorphism in two synanthropic rat species: Comparison and eco-evolutionary perspectives. Mamm. Biol. 83, 78–80 (2017)."
Rodentia,Muridae,African striped mouse,Rhabdomys pumilio,51.9,6.9,42.8,5.6,NA,NA,NA,NA,43,38,NA,NA,"Used dry season values for breeding adults (the dry season, as the low-resource season, should have fewer heavily pregnant females).","Rimbach, R., Jäger, J., Pillay, N. & Schradin, C. Food availability is the main driver of seasonal changes in resting metabolic rate in African striped mice (Rhabdomys pumilio). Physiol. Biochem. Zool. 91, 826–833 (2018)."
Rodentia,Muridae,Labo shrew-rat,Rhynchomys labo,155.3,10.5,163.1,17.2,NA,NA,NA,NA,14,7,NA,NA,,"Rickart, E. A. et al. Two new species of shrew-rats (Rhynchomys: Muridae: Rodentia) from Luzon Island, Philippines. J. Mammal. 100, 1112–1129 (2019)."
Rodentia,Muridae,Isarog shrew-rat,Rhynchomys isarogensis,124.2,10.8,121.5,9.1,NA,NA,NA,NA,10,2,NA,NA,,"Rickart, E. A. et al. Two new species of shrew-rats (Rhynchomys: Muridae: Rodentia) from Luzon Island, Philippines. J. Mammal. 100, 1112–1129 (2019)."
Rodentia,Muridae,Mingan shrew-rat,Rhynchomys mingan,161.4,11,162.7,16.4,NA,NA,NA,NA,8,10,NA,NA,,"Rickart, E. A. et al. Two new species of shrew-rats (Rhynchomys: Muridae: Rodentia) from Luzon Island, Philippines. J. Mammal. 100, 1112–1129 (2019)."
Rodentia,Muridae,Mount Data shrew-rat,Rhynchomys soricoides,154.4,13.3,157.5,2.9,NA,NA,NA,NA,9,4,NA,NA,,"Balete, D. S., Rickart, E. A., Rosell-Ambal, R. G. B., Jansa, S. & Heaney, L. R. Descriptions of two new species of Rhynchomys Thomas (Rodentia: Muridae: Murinae) from Luzon Island, Philippines. J. Mammal. 88, 287–301 (2007)."
Rodentia,Muridae,Indian gerbil,Tatera indica,129.53,5.1,110.4,4.5,NA,NA,NA,NA,30,30,NA,NA,,"Idris, M. & Prakash, I. Behavioural responses of the Indian gerbil, Tatera indica to conspecific sebum odour of the ventral scent marking gland. Proc. Indian Acad. Sci. Anim. Sci. 91, 259–265 (1982)."
Rodentia,Muridae,Indian gerbil,Tatera indica,295.08,31.67,260.17,41.72,12.16,0.71,12.9,0.66,13,6,13,6,Body length = full body length. Head-and-body lengths are also reported.,"Shehab, A. H., Al-Ahmad, S. A. & Samara, F. F. Morphology and distribution of the Indian gerbil, Tatera indica (Hardwicke, 1807), in Syria: (Rodentia: Gerbillinae). Zool. Middle East 52, 3–10 (2011)."
Rodentia,Muridae,Black-tailed tree rat,Thallomys nigricauda,82.12,13.52,69.99,19.28,NA,NA,NA,NA,26,44,NA,NA,The only obviously gravid female (128g!) was excluded from the calculations for female body mass.,"Meyer, J. The impact of habitat structures on some small rodents in the Kalahari Thornveld (South Africa). (Philipps-University Marburg, 2004)."
Rodentia,Nesomyidae,White-bellied nesomys,Nesomys audeberti,224.3,19.40301008,205.7,35.7176427,NA,NA,NA,NA,8,7,NA,NA,Converted SEs to SDs,"Ryan, J. M., Creighton, G. K. & Emmons, L. H. Activity patterns of two species of Nesomys (Muridae: Nesomyinae) in a Madagascar rain forest. J. Trop. Ecol. 9, 101–107 (1993)."
Rodentia,Nesomyidae,Island mouse,Nesomys rufus,176.6,14.99461237,146.2,12.27151172,NA,NA,NA,NA,19,11,NA,NA,Converted SEs to SDs,"Ryan, J. M., Creighton, G. K. & Emmons, L. H. Activity patterns of two species of Nesomys (Muridae: Nesomyinae) in a Madagascar rain forest. J. Trop. Ecol. 9, 101–107 (1993)."
Rodentia,Nesomyidae,South African pouched mouse,Saccostomus campestris,79.9,9.4,66.9,3.6,NA,NA,NA,NA,8,8,NA,NA,,"Mzilikazi, N. The influence of gender on thermoregulation in pouched mice, Saccostomus campestris. (University of Natal, 2000)."
Rodentia,Octodontidae,Common degu,Octodon degu,195.1,21.3,209.4,21.8,NA,NA,NA,NA,10,8,NA,NA,Wild-caught,"Ebensperger, L. A. & Bozinovic, F. Energetics and burrowing behaviour in the semifossorial degu Octodon degus (Rodentia: Octodontidae). J. Zool. 252, 179–186 (2000)."
Rodentia,Octodontidae,Coruro,Spalacopus cyanus,92.7,6.7,89.8,7.7,NA,NA,NA,NA,13,22,NA,NA,"Wild-caught, adult, non-pregnant individuals","Begall, S., Burda, H. & Gallardo, M. H. Reproduction, postnatal development, and growth of social coruros, Spalacopus cyanus (Rodentia: Octodontidae), from Chile. J. Mammal. 80, 210–217 (1999)."
Rodentia,Octodontidae,Coruro,Spalacopus cyanus,99.3,4.4,80.2,6.4,NA,NA,NA,NA,8,7,NA,NA,,"Schulte-Hostedde, A. I. Sexual size dimorphism in rodents. in Rodent Societies: An Ecological and Evolutionary Perspective (eds. Wolff, J. O. & Sherman, P. W.) 115–128 (University of Chicago Press, 2007)."
Rodentia,Sciuridae,White-tailed antelope squirrel,Ammospermophilus leucurus,94.2,10.3,88.8,12.9,NA,NA,NA,NA,130,144,NA,NA,,"Kenagy, G. J. & Bartholomew, G. A. Seasonal reproductive patterns in five coexisting California desert rodent species. Ecol. Monogr. 55, 371–396 (1985)."
Rodentia,Sciuridae,Gunnison's prairie dog,Cynomys gunnisoni,842.83,137.08,626.56,72.4,NA,NA,NA,NA,12,25,NA,NA,"Combined means and SDs from the two sites studied. Assumed an N=6 for females at QC, which was the N for another measure.","Rayor, L. S. Effects of habitat quality on growth, age of first reproduction, and dispersal in Gunnison’s prairie dogs (Cynomys gunnisoni). Can. J. Zool. 63, 2835–2840 (1985)."
Rodentia,Sciuridae,Brazilian squirrel,Guerlinguetus brasiliensis,183.9,38.26936692,112,103.2375901,18.667,1.492,15.55,6.435,10,2,9,2,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Rodentia,Sciuridae,Mexican ground squirrel,Ictidomys mexicanus,192,48.2,151,45.8,NA,NA,NA,NA,17,12,NA,NA,Used mass at emergence (before mating started).,"Schwanz, L. E. Annual cycle of activity, reproduction, and body mass in Mexican ground squirrels (Spermophilus mexicanus). J. Mammal. 87, 1086–1095 (2006)."
Rodentia,Sciuridae,Hoary marmot,Marmota caligata,3470,1017.146092,3180,1093.436102,NA,NA,NA,NA,69,63,NA,NA,"Took mass at emergence (after which males gained weight more rapidly than females, but this was when they had been non-reproductive for awhile).","Carrier, B., Hamel, S., Garel, M. & Côté, S. D. Coping with seasonality: dynamics of adult body mass and survival in an alpine hibernator. Oikos 1–15 (2022). doi:10.1111/oik.09043"
Rodentia,Sciuridae,Yellow-bellied marmot,Marmota flaviventris,2976,1130,2572,713,NA,NA,NA,NA,12,26,NA,NA,,"Matrosova, V. A., Blumstein, D. T., Volodin, I. A. & Volodina, E. V. The potential to encode sex, age, and individual identity in the alarm calls of three species of Marmotinae. Naturwissenschaften 98, 181–192 (2011)."
Rodentia,Sciuridae,Notosciurus granatensis,Notosciurus granatensis,305.8823529,82.57563378,305.3,145.6800528,NA,NA,NA,NA,17,10,NA,NA,,"Ocampo, D. et al. Body mass data set for 1,317 bird and 270 mammal species from Colombia. Ecology 102, (2021)."
Rodentia,Sciuridae,Ochre bush squirrel,Parazerus ochraceus,119,10.2,101,10.6,NA,NA,NA,NA,13,3,NA,NA,,"Canova, L. & Fasola, M. Small rodents along a ground-cover gradient in coastal Kenya. Trop. Zool. 13, 219–226 (2000)."
Rodentia,Sciuridae,Siberian flying squirrel,Pteromys volans,127,12.8,150,17.5,NA,NA,NA,NA,33,28,NA,NA,,"Hanski, I. K., Stevens, P. C., Ihalempia, P. & Selonen, V. Home-range size, movements, and nest-site use in the Siberian flying squirrel, Pteromys volans. J. Mammal. 81, 798–809 (2000)."
Rodentia,Sciuridae,Eastern grey squirrel,Sciurus carolinensis,398.4,55.7,413,38,NA,NA,NA,NA,16,23,NA,NA,,"Tague, R. G. Pelvic sexual dimorphism among species monomorphic in body size: Relationship to relative newborn body mass. J. Mammal. 97, 503–517 (2016)."
Rodentia,Sciuridae,Red squirrel,Sciurus vulgaris,318,21,325,23,NA,NA,NA,NA,51,39,NA,NA,,"Wauters, L. A. et al. New endemic mammal species for Europe: Sciurus meridionalis (Rodentia, Sciuridae). Hystrix, Ital. J. Mammal. 28, 1–8 (2017)."
Rodentia,Sciuridae,Calabrian black squirrel,Sciurus meridionalis,420,54,448,54,NA,NA,NA,NA,6,5,NA,NA,,"Wauters, L. A. et al. New endemic mammal species for Europe: Sciurus meridionalis (Rodentia, Sciuridae). Hystrix, Ital. J. Mammal. 28, 1–8 (2017)."
Rodentia,Sciuridae,Yellow ground squirrel,Spermophilus fulvus,1343,207,856,36,NA,NA,NA,NA,25,25,NA,NA,,"Matrosova, V. A., Blumstein, D. T., Volodin, I. A. & Volodina, E. V. The potential to encode sex, age, and individual identity in the alarm calls of three species of Marmotinae. Naturwissenschaften 98, 181–192 (2011)."
Rodentia,Sciuridae,Golden-mantled ground squirrel,Spermophillus saturatus,270,32,277,32,NA,NA,NA,NA,8,12,NA,NA,Used body mass at start of hibernation (because then females have weaned their last litter and are not yet heavily pregnant or lactating the next litter).,"Kenagy, G. J., Sharbaugh, S. M. & Nagy, K. A. Annual cycle of energy and time expenditure in a golden-mantled ground squirrel population. Oecologia 78, 269–282 (1989)."
Rodentia,Sciuridae,Speckled ground squirrel,Spermophilus suslicus,215,34,205,30,NA,NA,NA,NA,26,26,NA,NA,,"Matrosova, V. A., Blumstein, D. T., Volodin, I. A. & Volodina, E. V. The potential to encode sex, age, and individual identity in the alarm calls of three species of Marmotinae. Naturwissenschaften 98, 181–192 (2011)."
Rodentia,Sciuridae,Anatolian ground squirrel,Spermophillus xanthoprymnus,328.8,77,256.8,58.6,NA,NA,NA,NA,78,90,NA,NA,,"Gür, M. K. & Gür, H. Spermophilus xanthoprymnus (Rodentia: Sciuridae). Mamm. Species 42, 183–194 (2010)."
Rodentia,Sciuridae,Cliff chipmunk,Tamias dorsalis,64,5,73,7,NA,NA,NA,NA,98,123,NA,NA,,"Kilanowski, A. L. & Koprowski, J. L. Female-biased sexual size dimorphism: Ontogeny, seasonality, and fecundity of the cliff chipmunk (Tamias dorsalis). J. Mammal. 98, 204–210 (2017)."
Rodentia,Sciuridae,North American red squirrel,Tamiasciurus hudsonicus,239.1,17.7,219.4,10.85,NA,NA,NA,NA,33,32,NA,NA,Used May 2011 weights (sample size larger than in the fall season sampling). Calculated SE from the 95% CI using the equation SE=(upper limit - lower limit)/3.92 and then converted to SD.,"Patterson, J. E. H., Neuhaus, P., Kutz, S. J. & Ruckstuhl, K. E. Patterns of ectoparasitism in North American red squirrels (Tamiasciurus hudsonicus): Sex-biases, seasonality, age, and effects on male body condition. Int. J. Parasitol. Parasites Wildl. 4, 301–306 (2015)."
